MeteringPointGSRN;Product Type;Resolution;Unit Type;Reading Type;Start Time;Quantity;Quality
TEST_METERINGPOINT;TEST_PRODUCT;PT1H;kWh;BN01;2023-01-09T14:00:00Z;0,973000;OK
TEST_METERINGPOINT;TEST_PRODUCT;PT1H;kWh;BN01;2023-01-09T15:00:00Z;1,305000;OK
TEST_METERINGPOINT;TEST_PRODUCT;PT1H;kWh;BN01;2023-01-09T16:00:00Z;0,943000;OK
TEST_METERINGPOINT;TEST_PRODUCT;PT1H;kWh;BN01;2023-01-09T17:00:00Z;1,042000;OK
TEST_METERINGPOINT;TEST_PRODUCT;PT1H;kWh;BN01;2023-01-09T18:00:00Z;1,001000;OK
TEST_METERINGPOINT;TEST_PRODUCT;PT1H;kWh;BN01;2023-01-09T19:00:00Z;1,009000;OK
TEST_METERINGPOINT;TEST_PRODUCT;PT1H;kWh;BN01;2023-01-09T20:00:00Z;0,817000;OK
TEST_METERINGPOINT;TEST_PRODUCT;PT1H;kWh;BN01;2023-01-09T21:00:00Z;0,681000;OK
TEST_METERINGPOINT;TEST_PRODUCT;PT1H;kWh;BN01;2023-01-09T22:00:00Z;0,722000;OK
TEST_METERINGPOINT;TEST_PRODUCT;PT1H;kWh;BN01;2023-01-09T23:00:00Z;0,787000;OK
TEST_METERINGPOINT;TEST_PRODUCT;PT1H;kWh;BN01;2023-01-10T00:00:00Z;0,730000;OK
TEST_METERINGPOINT;TEST_PRODUCT;PT1H;kWh;BN01;2023-01-10T01:00:00Z;0,723000;OK
TEST_METERINGPOINT;TEST_PRODUCT;PT1H;kWh;BN01;2023-01-10T02:00:00Z;0,718000;OK
TEST_METERINGPOINT;TEST_PRODUCT;PT1H;kWh;BN01;2023-01-10T03:00:00Z;0,703000;OK
TEST_METERINGPOINT;TEST_PRODUCT;PT1H;kWh;BN01;2023-01-10T04:00:00Z;0,772000;OK
TEST_METERINGPOINT;TEST_PRODUCT;PT1H;kWh;BN01;2023-01-10T05:00:00Z;5,585000;OK
TEST_METERINGPOINT;TEST_PRODUCT;PT1H;kWh;BN01;2023-01-10T06:00:00Z;5,736000;OK
TEST_METERINGPOINT;TEST_PRODUCT;PT1H;kWh;BN01;2023-01-10T07:00:00Z;5,046000;OK
